0	0.000000	
1	0.304301	
2	0.593807	
3	0.854599	
4	1.074450	
5	1.243550	
6	1.355080	
7	1.405606	
8	1.395276	
9	1.327797	
10	1.210201	
11	1.052414	
12	0.866649	
13	0.666663	
14	0.466924	
15	0.281734	
16	0.124363	
17	0.006244	
18	-0.063716	
19	-0.079682	
20	-0.039241	
21	0.056442	
22	0.202692	
23	0.391603	
24	0.612502	
25	0.852593	
26	1.097717	
27	1.333203	
28	1.544747	
29	1.719269	
30	1.845698	
31	1.915639	
32	1.923880	
33	1.868705	
34	1.752008	
35	1.579175	
36	1.358777	
37	1.102056	
38	0.822263	
39	0.533869	
40	0.251709	
41	-0.009903	
42	-0.238014	
43	-0.421806	
44	-0.553231	
45	-0.627478	
46	-0.643259	
47	-0.602863	
48	-0.512016	
49	-0.379521	
50	-0.216719	
51	-0.036795	
52	0.146024	
53	0.317334	
54	0.463432	
55	0.572150	
56	0.633595	
57	0.640758	
58	0.589943	
59	0.481004	
60	0.317366	
61	0.105826	
62	-0.143837	
63	-0.419438	
64	-0.707109	
65	-0.992119	
66	-1.259745	
67	-1.496150	
68	-1.689199	
69	-1.829185	
70	-1.909395	
71	-1.926515	
72	-1.880819	
73	-1.776146	
74	-1.619669	
75	-1.421460	
76	-1.193884	
77	-0.950855	
78	-0.707004	
79	-0.476798	
80	-0.273677	
81	-0.109247	
82	0.007413	
83	0.070290	
84	0.076796	
85	0.027918	
86	-0.071844	
87	-0.214759	
88	-0.390329	
89	-0.585926	
90	-0.787560	
91	-0.980723	
92	-1.151271	
93	-1.286277	
94	-1.374820	
95	-1.408648	
96	-1.382683	
97	-1.295340	
98	-1.148632	
99	-0.948060	
100	-0.702298	
101	-0.422684	
102	-0.122555	
103	0.183541	
104	0.480704	
105	0.754560	
106	0.992114	
107	1.182511	
108	1.317676	
109	1.392788	
110	1.406551	
111	1.361266	
112	1.262676	
113	1.119612	
114	0.943455	
115	0.747441	
116	0.545858	
117	0.353180	
118	0.183190	
119	0.048146	
120	-0.041959	
121	-0.080009	
122	-0.062191	
123	0.011763	
124	0.138564	
125	0.311549	
126	0.521086	
127	0.755141	
128	1.000003	
129	1.241102	
130	1.463879	
131	1.654667	
132	1.801503	
133	1.894851	
134	1.928178	
135	1.898344	
136	1.805799	
137	1.654560	
138	1.451975	
139	1.208288	
140	0.936037	
141	0.649304	
142	0.362884	
143	0.091404	
144	-0.151540	
145	-0.354193	
146	-0.507331	
147	-0.604805	
148	-0.643896	
149	-0.625469	
150	-0.553908	
151	-0.436839	
152	-0.284664	
153	-0.109920	
154	0.073479	
155	0.251095	
156	0.408842	
157	0.533842	
158	0.615210	
159	0.644721	
160	0.617316	
161	0.531413	
162	0.389020	
163	0.195622	
164	-0.040134	
165	-0.306947	
166	-0.591529	
167	-0.879390	
168	-1.155699	
169	-1.406161	
170	-1.617868	
171	-1.780062	
172	-1.884776	
173	-1.927302	
174	-1.906468	
175	-1.824703	
176	-1.687889	
177	-1.505001	
178	-1.287571	
179	-1.048988	
180	-0.803700	
181	-0.566347	
182	-0.350880	
183	-0.169729	
184	-0.033059	
185	0.051839	
186	0.080975	
187	0.053903	
188	-0.026261	
189	-0.153033	
190	-0.316953	
191	-0.506160	
192	-0.707111	
193	-0.905400	
194	-1.086632	
195	-1.237294	
196	-1.345574	
197	-1.402083	
198	-1.400425	
199	-1.337593	
200	-1.214161	
201	-1.034261	
202	-0.805350	
203	-0.537771	
204	-0.244151	
205	0.061346	
206	0.363856	
207	0.648690	
208	0.902202	
209	1.112599	
210	1.270625	
211	1.370114	
212	1.408341	
213	1.386172	
214	1.308006	
215	1.181494	
216	1.017072	
217	0.827327	
218	0.626225	
219	0.428273	
220	0.247633	
221	0.097270	
222	-0.011836	
223	-0.071358	
224	-0.076120	
225	-0.024422	
226	0.081858	
227	0.237371	
228	0.433612	
229	0.659429	
230	0.901688	
231	1.146059	
232	1.377874	
233	1.583006	
234	1.748716	
235	1.864422	
236	1.922330	
237	1.917908	
238	1.850162	
239	1.721697	
240	1.538571	
241	1.309933	
242	1.047486	
243	0.764791	
244	0.476461	
245	0.197297	
246	-0.058592	
247	-0.278623	
248	-0.452487	
249	-0.572749	
250	-0.635291	
251	-0.639537	
252	-0.588487	
253	-0.488516	
254	-0.348982	
255	-0.181654	
256	0.000005	
257	0.181664	
258	0.348990	
259	0.488523	
260	0.588492	
261	0.639539	
262	0.635289	
263	0.572744	
264	0.452478	
265	0.278612	
266	0.058578	
267	-0.197312	
268	-0.476477	
269	-0.764807	
270	-1.047502	
271	-1.309947	
272	-1.538583	
273	-1.721706	
274	-1.850168	
275	-1.917910	
276	-1.922328	
277	-1.864417	
278	-1.748708	
279	-1.582995	
280	-1.377861	
281	-1.146045	
282	-0.901674	
283	-0.659415	
284	-0.433600	
285	-0.237361	
286	-0.081851	
287	0.024426	
288	0.076121	
289	0.071356	
290	0.011832	
291	-0.097278	
292	-0.247643	
293	-0.428284	
294	-0.626236	
295	-0.827338	
296	-1.017083	
297	-1.181502	
298	-1.308012	
299	-1.386175	
300	-1.408340	
301	-1.370110	
302	-1.270618	
303	-1.112588	
304	-0.902189	
305	-0.648674	
306	-0.363839	
307	-0.061329	
308	0.244168	
309	0.537787	
310	0.805364	
311	1.034273	
312	1.214170	
313	1.337598	
314	1.400427	
315	1.402082	
316	1.345569	
317	1.237286	
318	1.086622	
319	0.905389	
320	0.707100	
321	0.506149	
322	0.316943	
323	0.153025	
324	0.026255	
325	-0.053906	
326	-0.080975	
327	-0.051835	
328	0.033065	
329	0.169738	
330	0.350892	
331	0.566360	
332	0.803714	
333	1.049001	
334	1.287584	
335	1.505013	
336	1.687898	
337	1.824709	
338	1.906470	
339	1.927301	
340	1.884772	
341	1.780054	
342	1.617857	
343	1.406148	
344	1.155684	
345	0.879374	
346	0.591512	
347	0.306931	
348	0.040119	
349	-0.195634	
350	-0.389030	
351	-0.531419	
352	-0.617319	
353	-0.644721	
354	-0.615206	
355	-0.533836	
356	-0.408834	
357	-0.251086	
358	-0.073469	
359	0.109930	
360	0.284673	
361	0.436847	
362	0.553913	
363	0.625471	
364	0.643895	
365	0.604801	
366	0.507324	
367	0.354183	
368	0.151527	
369	-0.091419	
370	-0.362900	
371	-0.649320	
372	-0.936053	
373	-1.208303	
374	-1.451987	
375	-1.654570	
376	-1.805806	
377	-1.898347	
378	-1.928177	
379	-1.894847	
380	-1.801496	
381	-1.654657	
382	-1.463867	
383	-1.241088	
384	-0.999990	
385	-0.755128	
386	-0.521073	
387	-0.311538	
388	-0.138555	
389	-0.011758	
390	0.062194	
391	0.080008	
392	0.041955	
393	-0.048153	
394	-0.183198	
395	-0.353190	
396	-0.545870	
397	-0.747453	
398	-0.943466	
399	-1.119621	
400	-1.262682	
401	-1.361270	
402	-1.406552	
403	-1.392786	
404	-1.317670	
405	-1.182502	
406	-0.992102	
407	-0.754546	
408	-0.480688	
409	-0.183524	
410	0.122572	
411	0.422700	
412	0.702313	
413	0.948073	
414	1.148642	
415	1.295347	
416	1.382686	
417	1.408647	
418	1.374817	
419	1.286271	
420	1.151262	
421	0.980713	
422	0.787548	
423	0.585914	
424	0.390318	
425	0.214750	
426	0.071837	
427	-0.027923	
428	-0.076797	
429	-0.070288	
430	-0.007408	
431	0.109255	
432	0.273687	
433	0.476810	
434	0.707017	
435	0.950869	
436	1.193897	
437	1.421472	
438	1.619680	
439	1.776154	
440	1.880824	
441	1.926516	
442	1.909392	
443	1.829178	
444	1.689190	
445	1.496138	
446	1.259731	
447	0.992103	
448	0.707093	
449	0.419422	
450	0.143822	
451	-0.105839	
452	-0.317376	
453	-0.481012	
454	-0.589947	
455	-0.640759	
456	-0.633593	
457	-0.572145	
458	-0.463425	
459	-0.317325	
460	-0.146014	
461	0.036805	
462	0.216729	
463	0.379530	
464	0.512022	
465	0.602866	
466	0.643259	
467	0.627476	
468	0.553225	
469	0.421797	
470	0.238002	
471	0.009889	
472	-0.251724	
473	-0.533886	
474	-0.822279	
475	-1.102071	
476	-1.358790	
477	-1.579186	
478	-1.752016	
479	-1.868710	
480	-1.923881	
481	-1.915636	
482	-1.845692	
483	-1.719260	
484	-1.544736	
485	-1.333190	
486	-1.097703	
487	-0.852579	
488	-0.612489	
489	-0.391591	
490	-0.202683	
491	-0.056435	
492	0.039245	
493	0.079682	
494	0.063714	
495	-0.006249	
